STA,LAT,LON,ELEV,DIST,BAZ,ISCPHASE,REPPHASE,DATE,TIME,RES,TDEF,AUTHOR,DATE,TIME,LATH,LONH,DEPTH,AUTHOR,TYPE,MAG
GRH,-33.31,26.575,558,90.25,231.8,SKiKP,S,15-08-1950,14:31:00,-4.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
HON,21.3242,-158.001,2,92.83,64.1,PP,PP,15-08-1950,14:26:31,1.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
VIC,48.5194,-123.415,197,95.55,25.3,PP,PP,15-08-1950,14:26:42,-7.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SEA,47.655,-122.308,30,96.69,25.2,P,P,15-08-1950,14:23:03,-1.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SEA,47.655,-122.308,30,96.69,25.2,PKiKP,PP,15-08-1950,14:27:42,0.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SAS,52.1333,-106.633,515,97.33,14.1,P,P,15-08-1950,14:23:06,-1.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
API,-13.8072,-171.775,2,97.97,101.3,P,P,15-08-1950,14:23:10,-0.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
API,-13.8072,-171.775,2,97.97,101.3,PP,PP,15-08-1950,14:27:15,5.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
API,-13.8072,-171.775,2,97.97,101.3,S,S,15-08-1950,14:34:43,5.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
AUC,-36.8607,174.7777,79,98.01,127.5,S,S,15-08-1950,14:34:37,0.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
KAI,-42.5241,171.4088,82,98.58,133.8,SKKSac,S,15-08-1950,14:34:28,7.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ARA,-38.0715,175.6435,65,99.21,128.3,PKiKP,PP,15-08-1950,14:27:46,0.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CHR,-43.5311,172.6268,8,99.86,134.2,Pdif,P,15-08-1950,14:23:26,7.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
WEL,-41.284,174.7682,138,100.15,131.4,Pdif,P,15-08-1950,14:23:24,4.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BUT,46.0133,-112.563,1758,101.43,20.2,Pdif,P,15-08-1950,14:23:26,0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BUT,46.0133,-112.563,1758,101.43,20.2,PP,PP,15-08-1950,14:27:36,1.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
FER,40.5767,-124.262,15,101.69,30.5,PP,PKP,15-08-1950,14:27:32,-4.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BZM,45.6669,-111.045,1490,102.2,19.3,Pdif,P,15-08-1950,14:23:23,-6.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BZM,45.6669,-111.045,1490,102.2,19.3,PP,PP,15-08-1950,14:27:36,-4.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SHS,40.695,-122.388,312,102.42,29.2,Pdif,P,15-08-1950,14:23:28,-2.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SHS,40.695,-122.388,312,102.42,29.2,PP,PP,15-08-1950,14:27:37,-4.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
MIN,40.346,-121.6066,1470.9,103.04,28.9,Pdif,P,15-08-1950,14:23:31,-2.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SFA,47.1244,-70.8268,230,103.99,351.1,Pdif,P,15-08-1950,14:23:40,3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SFA,47.1244,-70.8268,230,103.99,351.1,PP,PP,15-08-1950,14:27:54,0.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BRK,37.8735,-122.261,49.4,104.79,30.8,Pdif,P,15-08-1950,14:23:39,-1.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SHF,46.5517,-72.7633,60,104.8,352.3,Pdif,P,15-08-1950,14:23:44,3.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SHF,46.5517,-72.7633,60,104.8,352.3,PP,PP,15-08-1950,14:28:09,9.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
HAL,44.6377,-63.592,64,105.1,345.4,Pdif,P,15-08-1950,14:23:38,-3.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
HAL,44.6377,-63.592,64,105.1,345.4,PP,PP,15-08-1950,14:28:06,4.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SCL,37.35,-121.95,28,105.36,30.9,Pdif,P,15-08-1950,14:23:43,-0.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
LOG,41.7417,-111.813,1455,105.51,21.6,Pdif,P,15-08-1950,14:23:43,-1.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
LOG,41.7417,-111.813,1455,105.51,21.6,PKiKP,PP,15-08-1950,14:28:00,2.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
OTT,45.3942,-75.7167,77,106.25,354.3,Pdif,P,15-08-1950,14:23:44,-3.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
OTT,45.3942,-75.7167,77,106.25,354.3,PP,PP,15-08-1950,14:28:09,-0.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
FRE,36.7683,-119.797,88,106.8,29.7,Pdif,P,15-08-1950,14:23:48,-1.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TIN,37.0542,-118.2301,1197,107.23,28.5,PP,PP,15-08-1950,14:28:23,5.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
HRV,42.5064,-71.5583,200,108.62,350.7,Pdif,P,15-08-1950,14:23:57,-0.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
WES,42.3847,-71.3221,60,108.7,350.5,Pdif,P,15-08-1950,14:23:58,-0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
WES,42.3847,-71.3221,60,108.7,350.5,PP,PP,15-08-1950,14:28:30,2.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BUF,42.9255,-78.8528,195,108.93,356.4,Pdif,P,15-08-1950,14:23:58,-1.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BUF,42.9255,-78.8528,195,108.93,356.4,PKiKP,PKP,15-08-1950,14:28:00,-3.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
OVE,36.5311,-114.442,395,109.21,26,Pdif,P,15-08-1950,14:24:00,-0.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
OVE,36.5311,-114.442,395,109.21,26,PP,PP,15-08-1950,14:28:36,4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BCN,35.9808,-114.834,776,109.54,26.5,Pdif,P,15-08-1950,14:24:02,0,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BCN,35.9808,-114.834,776,109.54,26.5,PKiKP,PKP,15-08-1950,14:27:59,-6.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
AAM,42.3012,-83.6567,172,109.69,0.1,Pdif,P,15-08-1950,14:24:01,-1.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
MWC,34.2238,-118.058,1730,109.71,29.9,Pdif,P,15-08-1950,14:24:07,4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PAS,34.1484,-118.1711,257,109.72,30,Pdif,P,15-08-1950,14:24:01,-1.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PAS,34.1484,-118.1711,257,109.72,30,PP,PP,15-08-1950,14:28:33,-2.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PFA,36.1208,-114.005,417,109.74,25.8,Pdif,P,15-08-1950,14:24:02,-0.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CSL,34.2497,-117.278,1490,110.02,29.3,Pdif,P,15-08-1950,14:24:01,-3.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CHK,41.7889,-87.5992,180,110.1,3.2,Pdif,P,15-08-1950,14:23:56,-8.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CHK,41.7889,-87.5992,180,110.1,3.2,PP,PP,15-08-1950,14:28:46,8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CLE,41.4888,-81.5321,328,110.47,358.4,Pdif,P,15-08-1950,14:24:03,-3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SCP,40.795,-77.865,352,110.99,355.4,Pdif,P,15-08-1950,14:24:10,1.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SCP,40.795,-77.865,352,110.99,355.4,PP,PP,15-08-1950,14:28:48,3.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PHI,39.9589,-75.175,5,111.58,353.1,Pdif,P,15-08-1950,14:24:10,-0.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PHI,39.9589,-75.175,5,111.58,353.1,PKiKP,PKP,15-08-1950,14:28:05,-3.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
WAS,38.8925,-77.0331,0,112.82,354.5,Pdif,P,15-08-1950,14:24:14,-2.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CNN,39.145,-84.4967,203,112.83,0.8,Pdif,P,15-08-1950,14:24:14,-2.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
FLO,38.8017,-90.37,160,112.88,5.8,Pdif,P,15-08-1950,14:24:14,-2.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
FLO,38.8017,-90.37,160,112.88,5.8,PP,PP,15-08-1950,14:28:56,-2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SLM,38.6361,-90.2361,161,113.06,5.7,PP,PP,15-08-1950,14:28:58,-1.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TUO,32.2467,-110.835,770,114.38,25.2,Pdif,P,15-08-1950,14:24:23,-0.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BEC,32.3794,-64.6811,41,116.98,342.1,Pdif,P,15-08-1950,14:24:26,-9.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CSC,34,-81.0333,94,117.93,357.6,Pdif,P,15-08-1950,14:24:40,0.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SJP,18.3817,-66.1183,80,130.56,338,PKPdf,PKP,15-08-1950,14:28:47,1.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SJP,18.3817,-66.1183,80,130.56,338,PP,PP,15-08-1950,14:31:07,8.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SJP,18.3817,-66.1183,80,130.56,338,SKSdf,SKS,15-08-1950,14:35:53,-4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SSM,18.5556,-72.3375,26,132.11,345.6,SKiKP,S,15-08-1950,14:32:23,-2.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BOG,4.6231,-74.065,2658,145.95,342.9,PKPdf,PKP,15-08-1950,14:29:13,-1.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BOG,4.6231,-74.065,2658,145.95,342.9,PKiKP,PKP2,15-08-1950,14:29:27,8.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CHN,4.9667,-75.6167,1360,145.99,345.8,PKPdf,PKP,15-08-1950,14:29:12,-2.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CHN,4.9667,-75.6167,1360,145.99,345.8,PKiKP,PKP2,15-08-1950,14:29:26,7.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
LPA,-34.9089,-57.9319,14,157.26,246.9,PKPdf,P,15-08-1950,14:29:37,6.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
LPA,-34.9089,-57.9319,14,157.26,246.9,PP,PP,15-08-1950,14:33:46,5.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
LPA,-34.9089,-57.9319,14,157.26,246.9,PKPdf,P,15-08-1950,14:29:38,7.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BAA,-34.5917,-58.4833,25,157.76,247.5,PKPdf,PKP,15-08-1950,14:29:40,9.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
LPZ,-16.4953,-68.1327,3658,161.51,306.4,PKPdf,PKP,15-08-1950,14:29:36,-0.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
LPZ,-16.4953,-68.1327,3658,161.51,306.4,PKPab,PKP2,15-08-1950,14:30:21,0.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
HUA,-12.0384,-75.3228,3313,162.03,333,PKPdf,PKP,15-08-1950,14:29:37,0.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ANT,-23.705,-70.4153,80,167.31,288.5,PKPdf,PKP,15-08-1950,14:29:44,3.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ANT,-23.705,-70.4153,80,167.31,288.5,SKSdf,SKS,15-08-1950,14:36:38,-6.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
